Section Name,Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Bulk density (GRA),Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Comments
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,30.1,0.301,0.299,0.871,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,32.6,0.326,0.324,0.876,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,35.1,0.351,0.349,0.866,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,37.6,0.376,0.373,0.873,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,40.1,0.401,0.398,0.826,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,42.6,0.426,0.423,0.842,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,45.1,0.451,0.448,0.841,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,47.6,0.476,0.473,0.83,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,50.1,0.501,0.498,0.817,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,52.7,0.527,0.523,0.791,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,55.2,0.552,0.548,0.787,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,57.7,0.577,0.573,0.782,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,60.2,0.602,0.598,0.794,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,62.7,0.627,0.623,0.774,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,65.2,0.652,0.648,0.758,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,67.7,0.677,0.672,0.774,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,70.2,0.702,0.697,0.734,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,72.7,0.727,0.722,0.742,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,75.2,0.752,0.747,0.73,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,77.7,0.777,0.772,0.709,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,80.2,0.802,0.797,0.698,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,82.7,0.827,0.821,0.657,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,85.2,0.852,0.846,0.675,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,87.7,0.877,0.871,0.663,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,90.3,0.903,0.897,0.659,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,92.8,0.928,0.922,0.659,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,95.3,0.953,0.947,0.643,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,97.8,0.978,0.971,0.622,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,100.3,1.003,0.996,0.652,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,102.8,1.028,1.021,0.604,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,105.3,1.053,1.046,0.61,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,107.8,1.078,1.071,0.587,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,110.3,1.103,1.096,0.589,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,112.8,1.128,1.12,0.563,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,115.3,1.153,1.145,0.574,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,117.8,1.178,1.17,0.591,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,120.3,1.203,1.195,0.615,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,122.8,1.228,1.22,0.546,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,125.4,1.254,1.246,0.6,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,127.9,1.279,1.27,0.6,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,130.4,1.304,1.295,0.591,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,132.9,1.329,1.32,0.608,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,135.4,1.354,1.345,0.559,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,137.9,1.379,1.37,0.578,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,140.4,1.404,1.395,0.552,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,142.9,1.429,1.419,0.549,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,145.4,1.454,1.444,0.556,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-1-A,318,U1357,A,1,H,1,A,147.9,1.479,1.469,0.595,2/10/10 12:47,GRA1,WRMSL,SECT2109181,16812151,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,0.5,1.505,1.495,0.599,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,3,1.53,1.52,1.081,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,5.5,1.555,1.545,1.067,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,8,1.58,1.569,1.078,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,10.5,1.605,1.594,1.07,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,13.1,1.631,1.62,0.943,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,15.6,1.656,1.645,0.939,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,18.1,1.681,1.67,1.007,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,20.6,1.706,1.695,1.075,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,23.1,1.731,1.719,1.061,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,25.6,1.756,1.744,1.073,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,28.1,1.781,1.769,1.09,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,30.6,1.806,1.794,1.056,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,33.1,1.831,1.819,1.065,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,35.6,1.856,1.844,1.05,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,38.1,1.881,1.868,1.063,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,40.7,1.907,1.894,1.057,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,43.2,1.932,1.919,1.062,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,45.7,1.957,1.944,1.054,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,48.2,1.982,1.969,1.06,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,50.7,2.007,1.994,1.046,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,53.2,2.032,2.018,1.063,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,55.7,2.057,2.043,1.052,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,58.2,2.082,2.068,1.069,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,60.7,2.107,2.093,1.049,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,63.2,2.132,2.118,1.057,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,65.7,2.157,2.143,1.063,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,68.3,2.183,2.168,1.06,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,70.8,2.208,2.193,1.072,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,73.3,2.233,2.218,1.06,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,75.8,2.258,2.243,1.076,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,78.3,2.283,2.268,1.092,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,80.8,2.308,2.293,1.078,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,83.3,2.333,2.317,1.089,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,85.8,2.358,2.342,1.091,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,88.3,2.383,2.367,1.072,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,90.8,2.408,2.392,1.083,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,93.3,2.433,2.417,1.091,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,95.9,2.459,2.443,1.071,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,98.4,2.484,2.467,1.073,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,100.9,2.509,2.492,1.075,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,103.4,2.534,2.517,1.068,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,105.9,2.559,2.542,1.077,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,108.4,2.584,2.567,1.081,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,110.9,2.609,2.592,1.062,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,113.4,2.634,2.616,1.065,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,115.9,2.659,2.641,1.074,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,118.4,2.684,2.666,1.06,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,120.9,2.709,2.691,1.057,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,123.4,2.734,2.716,1.06,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,126,2.76,2.742,1.053,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,128.5,2.785,2.766,1.063,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,131,2.81,2.791,1.055,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,133.5,2.835,2.816,1.045,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,136,2.86,2.841,1.059,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
318-U1357A-1H-2-A,318,U1357,A,1,H,2,A,138.5,2.885,2.866,1.051,2/3/10 10:32,GRA2,STMSL,SECT2109211,16803381,
